Course Name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,501,502,503,504,505,506,507,508,509,510,511
Computer Science and Engineering (CSE) - Introduction to Computer Science and Engineering,0.0067539047,-0.015298558,-0.012484778,0.001257786,0.056470193,-0.017251026,0.02759007,0.024500208,-0.048245247,0.027292978,-0.031816464,0.052810244,0.015919793,-0.047663935,0.07186169,0.018484304,-0.019029727,-0.07069204,-0.08797586,0.011167789,0.018036257,-0.012181922,0.04743872,-0.00435373,0.03776681,0.050780945,-0.03229566,-0.060036466,-0.027925095,-0.05201947,0.016635804,-0.051280536,0.014304479,0.058180723,0.00859016,-0.03741831,-0.050484244,0.022178456,0.054874167,0.010649712,0.059423197,0.08314086,0.016686488,-0.0071705426,0.034625795,-0.02591127,0.08817895,-0.08103354,-0.019742452,-0.033172194,0.07222845,-0.07367877,-0.008601198,-0.06612856,0.059172817,-0.024025392,-0.015680969,-0.007185729,-0.08068319,0.038792115,-0.004968872,-0.0885822,0.003555358,0.005969246,0.052927192,0.041505884,0.03569796,0.031821255,0.060814667,-0.067459434,-0.06200385,0.025781829,-0.00851214,0.0394853,-0.033706337,0.059950564,0.0418439,0.02799299,-0.007465877,0.03629974,0.030719444,-0.023496347,0.04885441,0.011355717,-0.0075013507,-0.004014779,0.04286467,-0.030588796,-0.026957102,0.055020265,0.0028721872,-0.020646026,-0.046966784,-0.03558385,0.042671707,-0.051351175,0.07436063,-0.008378304,0.070410356,-0.006701954,-0.042023532,0.018133301,0.012687224,0.050417528,0.04058688,0.011258525,-0.019169023,-0.02466461,-0.018638754,0.0010754963,0.01966968,-0.022395277,0.0156621,-0.038614117,0.01722133,-0.099962756,0.0040449267,-0.08436105,0.06572177,-0.026725195,0.0055634105,0.031674054,-0.044532593,-0.03485713,0.0613823,0.0038207509,-0.039513204,0.061002176,0.038467158,-0.025748963,0.041864462,0.01957759,-0.09709717,0.0053214254,0.0021553915,-0.038846735,-0.09588592,0.051770445,0.012046606,0.0033079928,0.030096112,0.038954217,-0.08103739,0.018488396,0.06276229,0.08341948,0.012337492,-0.06494135,-0.033854734,0.050306804,-0.0041236575,0.078773886,0.07365357,-0.054147236,-0.010212951,0.00092177175,0.021331338,0.019002073,0.09438566,-0.018539911,0.044144325,0.06958091,0.01635602,-0.057707757,0.0067896964,-0.06386979,-0.06081223,-0.029278219,-0.022711935,-0.027263708,0.03908238,-0.012630122,0.079933934,-0.0017326368,0.01954028,0.028702464,-0.0022293623,0.051125165,0.034338545,-0.06767789,-0.033810925,-0.079491094,0.038606536,0.011609043,-0.07802664,-0.0060604312,0.079113744,0.0027847874,-0.035333715,-0.038618546,-0.0027763192,-0.001423366,-0.00013701498,-0.03906261,0.009969424,-0.0074111354,-0.018673701,-0.012589721,0.055291984,0.0104314005,-0.0057659405,-0.04508157,0.07760395,0.010488507,0.065467484,0.037982155,0.025005978,0.017065942,-0.00062005915,-0.032132305,-0.0030966457,-0.034833137,0.015570721,-0.027134756,-0.05247288,-0.008480974,0.018903442,0.084099784,0.036422547,-0.029557738,0.013561394,0.029606596,0.013307634,0.12339481,0.043250006,-0.043401364,-0.030281859,0.0017137375,0.0037922706,-0.027997585,-0.080717854,-0.04068487,0.040792122,-0.013024339,-0.046173073,0.037208963,-0.052580226,0.091304116,0.05331437,-0.06660042,-0.06256555,0.012488321,-0.046069708,0.10220334,-0.015686825,0.059542965,0.050216276,-0.034153208,-0.07602427,-0.07191944,-0.0187069,0.052398052,0.0011549746,0.053703398,-0.023106115,-0.05661745,-0.0031649133,0.056638345,0.03881937,0.0316484,-0.08553306,0.022865562,0.0806677,-0.0001577632,-0.022747302,0.0075496477,-0.07865538,-0.002103836,-0.050493713,-0.023371248,0.057092264,0.039223146,0.05710731,-0.02161948,-0.05566741,0.0346459,0.0885497,0.020923998,-0.0050365617,3.5470865e-05,-0.010973943,-0.08675585,-0.06534369,-0.017049624,-0.034781195,0.042063423,0.06612506,-0.027117169,-0.019446684,0.0151996305,-0.073950134,-0.06070629,-0.031861033,-0.031936415,-0.06444966,0.005676942,0.07370706,-0.055277992,0.007911811,0.001186238,0.010455102,0.068354346,0.009770693,0.031661753,0.004469249,-0.053304568,0.004989055,-0.08152474,-0.047747005,-0.03436552,0.04633125,-0.018408455,-0.07939756,-0.02110259,-0.009436399,0.0050077788,-0.04983512,-0.016882934,0.06655129,0.046348747,-0.01660152,0.017503742,-0.0016256558,0.023932254,-0.03153681,0.019093426,-0.053157765,-0.03806448,-0.08616349,0.024633732,0.018210666,0.054164454,-0.07006864,-0.039247848,0.013208618,0.03113279,-0.044189654,-0.0476491,-0.023571366,-0.01125569,-0.005127984,0.011405442,-0.02928566,0.050506715,0.07311895,-0.07924325,-0.01339401,-0.058812078,0.027025344,0.00011248532,-0.059763134,0.045826558,-0.013488728,0.071276285,-0.06482955,0.051062208,-0.058620043,-0.039013218,0.028594013,-0.044275146,-0.049401686,0.01487398,0.07498723,-0.02537246,-0.04895587,0.013947358,0.036865156,0.0018446064,0.023556069,0.017633183,0.035223406,0.050511114,0.0635099,-0.015277749,-0.053024296,-0.06647285,-0.016868334,-0.06833779,-0.018712696,-0.027994849,-0.02174399,0.010977273,-0.014808177,0.05621811,-0.021804836,0.01705122,-0.004604239,0.041068677,-0.05533236,-0.0050517023,0.04109968,-0.06583993,-0.010430773,0.009469703,-0.009591575,0.006720799,-0.046302434,-0.049609493,-0.020865945,0.010762441,0.033823308,-0.019037621,0.04004842,-0.041612945,0.0134828035,-0.044576243,0.06564564,-0.008012748,-0.0054048975,-0.057780307,-0.05458258,0.09364318,0.013962365,0.074831575,-0.034469835,0.022362651,-0.029844383,-0.041047998,-0.06543808,-0.03806297,0.08042806,0.04017199,0.04337934,0.047170985,0.023951774,-0.036043957,0.057226606,-0.021360317,0.022665136,-0.08021155,0.0046236943,-0.056787185,-0.022496715,0.024924953,-0.006789468,-0.008989538,0.043151688,0.012449588,-0.044003442,-0.03691123,0.052244972,0.073263735,0.0154258935,0.0012040521,0.03193261,0.016232207,-0.079668015,-0.024365416,-0.05363327,0.09168981,-0.054340452,-0.07205435,0.091711566,0.001353762,0.062412098,-0.017698864,0.037492976,-0.04021758,-0.07332793,-0.029793564,-0.037523713,0.07666079,0.0007499653,0.03400603,-0.013397474,-0.0108563835,-0.045744035,-0.01718787,0.032638025,0.048486367,-0.050992563,0.043624427,-0.063391946,0.075982675,-0.05838674,-0.004380967,0.024934962,-0.043638073,0.0034418954,-0.026384113,-0.0452681,0.04532899,-0.023899674,-0.084039785,0.06217039,0.03108158,0.001384732,-0.0017483075,0.0062256027,0.029482787,0.023819935,0.018971892,-0.038606185,0.008259768,0.031985722,0.0473457,0.0025933937,0.016801577,0.006952884,-0.022252109,0.011465043,-0.042579703,-0.02742761,0.10941614,0.018643958,-0.0972652,0.05429473,-0.01679707,0.001378878,0.054560382,0.02344235,-0.0121684205
Machine Learning - Machine Learning (v3),-0.0066855573,-0.040950067,-0.029504858,0.049145315,0.071130864,0.037256934,0.06495739,0.024832694,-0.0011427953,0.032597438,-0.06730316,0.053056423,0.02930849,-0.06935761,0.075891584,-0.028733041,0.017561553,-0.0044183824,-0.028903967,-0.012358998,0.101318374,-0.03641079,0.031739734,0.04530424,-0.0008303081,0.03629325,-0.015521395,-0.061871864,0.0142382765,0.028076818,0.016813735,-0.11699885,0.03233723,0.078039795,0.010364214,-0.06407948,0.032878216,0.044801705,0.032353994,-0.11465461,-0.0113609675,-0.0078057023,-0.023845607,-0.0138263125,-0.004368497,-0.059963778,0.026893236,-0.052496657,-0.03706941,-0.0041597374,0.061873388,0.021800797,-0.031914987,0.02327768,0.02105405,-0.0090337405,-0.06159516,0.058947675,0.020730803,0.032911226,-0.061674688,-0.058748562,0.028569303,-0.09185889,0.066801466,-0.01496665,-0.06325954,0.016480401,0.007667063,0.0071463715,-0.06164683,0.0026131354,0.045676522,-0.06289593,-0.037689913,-0.015023413,0.07188417,0.05962114,0.045448504,0.031764828,-0.024389435,-0.02904718,-0.01878237,-0.06097755,-0.053570457,-0.023933321,0.029670168,-0.0031221916,0.0116783995,0.0018930105,0.091589704,0.00022379773,0.039562266,-0.036225706,-0.015339244,0.0077819685,0.07052062,0.010072314,0.10688657,-0.041408855,-0.0506326,0.073422305,0.041978158,0.02337832,0.0010521064,0.030241465,0.024936343,-0.03665978,0.08429895,-0.014019409,0.0349254,0.036614075,-0.016080229,0.06632298,0.028001724,-0.07277493,-0.00697065,-0.07044381,0.073429905,0.013123066,0.035001524,0.07222039,-0.08402831,0.013093839,0.055598207,-0.034101028,0.041605722,0.018436458,-0.006573832,-0.028728167,0.0674718,0.051082794,-0.005977147,-0.033050705,0.02885128,0.02704584,-0.06726714,-0.035317622,-0.008787885,0.010584752,0.058455266,-0.009620945,-0.07005988,-0.02696372,0.017983133,-0.029198917,-0.04400596,0.032194566,-0.030299954,0.058076385,0.03044454,-0.020597417,0.024051964,-0.06543941,-0.09258327,-0.07018034,-0.07262142,-0.019780613,-0.02786214,-0.046962958,0.05238251,0.0045696376,0.03829807,-0.023782456,0.01455888,-0.08013603,0.017264461,-0.020733176,0.06970725,0.030191895,-0.067247815,-0.01499162,0.045277584,0.04680744,0.008920059,-0.0021994233,0.026240697,0.03257995,0.10986972,-0.033434715,-0.008326283,-0.058580138,-0.069505826,-0.04320037,-0.1153895,0.005602798,-0.032034233,-0.044327896,-0.013818295,0.012232059,-0.031462785,0.005802217,0.007124326,0.07107275,-0.047742765,-0.026639465,0.015752887,-0.0021359336,-0.024781058,-0.026025925,0.03634144,0.031686757,0.0050389143,-0.022617465,0.08303323,-0.005211697,-0.06235309,0.047644578,0.0471812,0.05349459,0.047367424,-0.014233619,0.023342658,-0.043579284,0.0027049922,0.02250905,0.045533378,0.07754268,0.046005864,0.019958608,0.005487372,0.03961133,0.011361805,0.10272697,0.07156986,-0.009112121,0.048006773,0.05586207,0.06280534,0.013297933,-0.04314089,-0.06535585,0.0154567575,-0.009886326,0.04121992,-0.07509801,-0.027030693,-0.000736853,-0.011820884,0.07145204,-0.025900379,0.015696367,-0.07290396,0.13092767,0.041715242,-0.025652561,0.05203494,0.0067362054,0.07615447,-0.018793462,-0.0820198,0.013639168,0.05745244,0.0063504498,-0.020500671,0.034010902,-0.042736888,-0.0049640806,-0.0074949665,-0.047589242,0.016641326,-0.020516647,0.079508394,-0.046137556,-0.029962461,-0.0684606,-0.053732008,0.040294427,0.02778419,-0.09969392,0.054430794,-0.031651966,0.027072867,-0.07435963,-0.028346388,0.09884034,0.025742639,0.017104615,0.067732655,0.06788063,0.022982143,0.0142243,0.060176596,-0.04810453,-0.0035603796,0.043607756,-0.033792365,-0.033536974,0.037332892,-0.08432242,0.0024355098,-0.07911411,0.08712841,-0.008153667,0.011348551,-0.011725495,0.07071518,-0.013219136,-0.04382838,-0.032258287,0.039623313,0.008287646,0.020164449,0.07367693,0.017693665,-0.011362954,0.028420812,0.0021149386,0.042791158,0.020125581,0.024854254,-0.020008499,0.0036578067,-0.02469535,-0.045038007,-0.025792241,0.03783467,-0.03295422,0.0054637403,-0.025497016,0.038736988,0.0035339897,0.0015955257,0.02361252,0.011864114,0.061304685,-0.032481875,-0.04303787,-0.06503199,-0.007754329,-0.058726255,0.056882117,0.042527277,-0.028582215,0.019314302,0.04711738,0.0026098674,0.026161937,0.017213067,0.045268618,0.019690972,0.029429305,0.04430118,-0.114821814,0.029020688,-0.05120341,0.057930898,0.015534882,-0.020676041,-0.05359128,0.030815184,0.0141100595,-0.05219931,0.054086577,-0.025019305,-0.029119853,-0.05032123,-0.017047033,-0.024764022,0.028821846,0.028288817,0.072051555,0.026783684,-0.0096599655,0.00018390731,-0.038646676,-0.022056004,-0.057321757,0.0103943255,-0.06569252,-0.029988954,-0.07289792,0.05767425,0.009620235,-0.010923436,-0.01904071,0.039436996,-0.07824371,-0.05814693,0.0074815108,-0.045805044,0.03510385,-0.008422959,0.028487477,-0.025828699,-0.0057589863,0.031245535,0.011399547,-0.008511132,-0.002221895,-0.048824728,-0.028387249,0.032559194,-0.0015182601,0.0081617925,-0.0011550345,0.06607762,-0.0028633524,0.020312015,0.027217206,-0.01811831,0.075375184,-0.018162116,-0.082828976,-0.017293023,-0.03342417,0.01735709,0.045127686,-0.036701594,0.028552862,-0.020093517,0.025481645,0.029266817,0.1100082,-0.00073086267,-0.042690895,-0.073238924,-0.013051974,-0.03968401,-0.024936734,-0.014104228,0.038518652,-0.057270624,0.03432067,-0.05733883,-0.038593594,0.064415626,0.021242892,0.00071800355,-0.018385205,-0.03713218,0.0150133055,-0.021603826,-0.034205064,0.0181864,0.02097332,-0.0325089,0.010528473,-0.061531194,-0.038164347,-0.055513196,0.10154046,-0.0025583308,-0.008033637,0.038995452,-0.0076116584,-0.04172983,-0.021359928,-0.04304961,0.0124916695,-0.07162818,0.019501895,0.010942052,-0.020045208,0.047905672,0.05799696,-0.07375367,-0.036962673,0.005423244,0.031243253,-0.03600345,-0.03262301,-0.03901991,0.016925456,-0.03485129,-0.0165574,0.014053911,-0.0076941177,-0.05129183,0.077468865,0.009767495,0.05125716,0.002638428,0.0766764,-0.03020855,-0.030723529,0.034275517,-0.008059525,0.075190485,0.059255168,0.028127229,0.004051197,0.044025235,0.084995516,0.08224072,0.029444557,0.02573981,0.039851356,-0.011334909,0.0058643683,-0.02197329,-0.008645744,-0.006234381,0.034047,-0.038307603,-0.010770848,0.088743985,-0.003951895,0.06674102,0.03977227,-0.057396203,-0.07144537,0.032683786,0.04040974,0.04157949,-0.04436188,0.045492772,-0.033525005,0.04815849,0.016513692,-0.018450124,0.020651404
Business Data Analytics - Business Data Analytics,-0.008142044,-0.033042844,0.060249045,0.036051724,0.048938476,0.060024552,0.055678993,-0.06526759,0.02564728,0.056539506,0.019852346,-0.08642789,0.012912387,0.020883251,-0.021555768,0.026238797,0.086239815,-0.03791951,-0.01334394,-0.08594315,-0.02307037,-0.05044778,-0.012548343,0.019396076,0.061971538,-0.071419224,0.009648554,0.029701067,-0.076777406,0.034533992,-0.02131778,-0.0013503518,0.02871641,0.050904747,-0.058681965,-0.024137212,0.0029856553,-0.025345331,0.025719084,0.01123028,0.040118422,0.016375061,-0.04610899,-0.042399794,0.0054733935,-0.03488738,0.015136631,-0.038087513,0.10388523,-0.016312826,-0.030227643,0.002146511,-0.036948647,0.03945183,-0.034582216,0.008747229,0.042460345,-0.04477869,0.058688223,-0.0040999264,-0.029064948,-0.105897814,-0.0012951039,0.051553696,-0.03882816,-0.01647731,-0.0151015995,-0.03416288,-0.031482738,-0.012132632,-0.012864838,-0.004469123,0.053164605,0.044734757,0.0046639857,-0.02372936,0.030264748,-0.018485473,0.037693784,-0.018096462,0.022498397,-0.030524591,-0.006384991,-0.0041205254,-0.033619512,-0.020682303,-0.0050076866,-0.017012266,-0.027553013,0.020324912,-0.022290338,-0.0730913,-0.02153587,0.007134294,0.045989014,-0.021210415,0.015379218,0.0852373,0.095247656,0.017188456,0.102594785,0.021013673,0.03983083,0.03204304,0.013385689,-0.061880745,0.045810595,-0.017568605,-0.018533045,0.043255445,-0.0593799,0.045879867,-0.030865375,-0.017352179,-0.02044083,0.03657181,0.039837956,0.07798318,0.04662609,-0.0787383,0.041631255,-0.08420413,-0.05254209,-0.01302699,0.021224562,0.026770981,-0.0066083204,-0.042394977,-0.027276354,0.015917433,0.011296181,-0.09721424,0.017927436,0.05351698,-0.020540155,-0.002778246,0.015730247,0.01279001,0.07688705,-0.043092035,-0.010201215,0.032696333,0.013559225,0.094752185,0.02569838,-0.006323666,0.066030644,0.08908922,0.02564257,-0.055109497,-0.09268706,-0.0035553512,0.022622619,-0.049049146,-0.0610472,-0.05847621,0.093651205,-0.037407666,-0.045074094,-0.026118683,0.09978446,0.05002776,0.037108876,-0.009061861,0.02208739,0.09297759,-0.023145251,0.02333271,-0.02977626,0.037843633,-0.09668095,-0.061882067,-0.029090356,-0.009190098,0.058239277,0.016785761,0.047023505,0.056773018,0.07137285,-0.013480832,0.021741997,-0.031027557,0.009959689,0.034573723,0.029783014,0.016645582,0.026117105,0.037909705,-0.022332773,0.0009527796,0.01267012,-0.031765487,-0.033050887,-0.021973724,0.006185457,-0.011447902,0.070582986,0.05071638,0.023271332,-0.04264075,-0.038146652,0.004868247,0.07161602,0.014694403,0.037527077,0.03928564,0.08527714,-0.035367366,-0.013579473,0.013407356,-0.0063975784,0.011848956,0.10594158,-0.05575288,0.036721006,0.019589806,0.0022332899,-0.10728694,0.013461784,-0.031241726,-0.03908529,0.04583921,0.062721975,0.108359665,0.03079306,-0.021739772,-0.06524853,-0.004100865,-0.019244459,0.061022338,-0.04017786,0.0073500504,-0.06382228,-0.0011764489,-0.037809625,-0.014010525,0.022896018,-0.032718726,-0.073844604,0.017176665,-0.060991067,-0.026264895,-0.06314901,-0.0045678373,0.0018549773,-0.015683783,0.009878993,-0.064367846,-0.02200851,-0.09279733,-0.009399083,-0.016085973,-0.027279796,0.045134254,-0.05431338,0.012587781,-0.06826585,-0.049999513,0.04115389,0.03395592,-0.024084331,-0.05988854,0.0055181948,-0.021596812,0.017550834,-0.04169882,-0.010795817,-0.032681845,0.01123308,-0.074542336,-0.010371655,0.04601497,-0.02082897,-0.07112248,-0.046338193,-0.028204061,0.013063697,-8.0576065e-05,-0.051220395,-0.042760883,0.0065577743,-0.00803692,0.048284546,-0.0025145027,-0.014238955,0.08996155,-0.020156305,-0.031750344,-0.019017085,-0.006507878,-0.024833502,-0.03741145,0.035399813,-0.02311766,-0.0771578,-0.012047965,0.03148498,0.054786257,-0.0011315043,-0.0071436493,-0.008032849,0.07088791,-0.047187265,0.0931778,0.022977054,-0.074325725,-0.05106482,0.02180407,0.014747123,0.059707385,0.078362465,0.035108678,-0.039957955,0.019909896,0.06524014,-0.031350482,-0.013899052,-0.050365854,-0.009762858,0.00030201965,0.05826376,-0.0033780609,0.09822628,-0.016958486,-0.027022108,0.010928461,0.06150169,-0.01763479,-0.038549494,0.0008916864,-0.015078615,0.035206586,-0.019787414,-0.056703456,0.0049690446,-0.04824897,0.055834614,-0.029078234,-0.017899705,0.040600024,-0.012773613,-0.0009567832,0.0034460765,-0.0013299258,0.03943482,-0.035936564,-0.02882223,-0.10117613,-0.038791098,0.017045947,-0.024089415,-0.02815704,-0.057478562,0.05775438,-0.010152765,-0.0928053,-0.00573324,-0.019201862,0.028085567,0.00805554,0.029642241,0.026265103,0.10297818,0.019508367,-0.009523564,0.0048900107,0.038181916,-0.0021999937,-0.065910526,-0.0057139145,-0.04354269,-0.02921172,0.03880753,-0.072726615,0.02435246,-0.046615213,0.033615362,-0.05104797,0.0065965154,0.0002987996,-0.050019056,0.032919485,0.02709497,0.0040479642,0.02581546,0.034876313,-0.051451053,-0.005132445,-0.05888086,-0.008631501,0.022093382,0.04273063,0.014962796,-0.011579212,0.05995129,0.011350287,-0.014136069,-0.015653307,-0.06218427,0.040348765,-0.045836512,-0.052640423,0.02458233,-0.04965446,-0.106436096,-0.097702794,-0.06329277,0.002356307,-0.0146901775,0.024744347,-0.0013690506,0.072601534,-0.054584857,0.0063264887,-0.025270402,-0.036918003,-0.016721409,0.013322854,-0.083806515,-0.0008116326,0.047973294,0.05650393,-0.026341127,-0.043534305,-0.07471625,0.016939247,-0.029688923,0.023423012,-0.027158923,-0.057321303,-0.010025844,-0.0316602,-0.0767671,0.044190623,0.051442772,-0.025577633,0.055714317,-0.06772538,0.027784554,0.018825969,0.08508447,0.05947594,0.047148015,-0.0128892595,0.021763988,0.02445606,0.0041172244,-0.020644821,0.0057951,0.078480944,-0.06279104,0.065502524,0.04014577,0.08544818,0.049493656,-0.06090524,0.019222572,0.009647676,0.027010448,0.010958638,-0.08251866,0.043551218,-0.015047112,0.059149727,-0.022894077,-0.015105366,0.06696737,-0.0054955017,0.016997894,-0.08621542,-0.018324392,0.0020902187,0.08080603,0.00633913,0.042898733,-0.04250531,0.054185066,-0.022744104,0.055042792,-0.087067306,-0.07741533,0.093502775,-0.0045088683,-0.022383355,0.029750356,-0.0380335,0.09732836,0.032889567,-0.008196407,0.039055128,0.010077645,-0.018874101,-0.082066014,0.0037992988,0.06410261,0.0001213043,0.01971847,0.03111721,0.04432793,0.0014296036,-0.016154567,0.004359867,0.0012018974,0.0060024974,0.080173396,0.013362439,0.04133278,-0.019561633,-0.099967405,0.03359542,0.059066687,0.02273672
