34,35,36,0,0,0,0,0,0,0
35,36,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0
9,18,25,26,29,0,0,0,0,0
18,25,26,29,0,0,0,0,0,0
25,26,29,0,0,0,0,0,0,0
26,29,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,37,0,0,0,0,0,0
10,26,37,0,0,0,0,0,0,0
26,37,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,13,26,0,0,0,0,0,0
10,13,26,0,0,0,0,0,0,0
13,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,13,18,26,0,0,0,0,0
10,13,18,26,0,0,0,0,0,0
13,18,26,0,0,0,0,0,0,0
18,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,30,0,0,0,0,0,0
10,26,30,0,0,0,0,0,0,0
26,30,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,36,0,0,0,0,0,0
10,26,36,0,0,0,0,0,0,0
26,36,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,18,26,28,0,0,0,0,0
10,18,26,28,0,0,0,0,0,0
18,26,28,0,0,0,0,0,0,0
26,28,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,18,26,36,0,0,0,0,0
10,18,26,36,0,0,0,0,0,0
18,26,36,0,0,0,0,0,0,0
26,36,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0
9,10,11,18,26,0,0,0,0,0
10,11,18,26,0,0,0,0,0,0
11,18,26,0,0,0,0,0,0,0
18,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
10,18,31,0,0,0,0,0,0,0
18,31,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,12,14,18,26,0,0,0,0
10,12,14,18,26,0,0,0,0,0
12,14,18,26,0,0,0,0,0,0
14,18,26,0,0,0,0,0,0,0
18,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,18,26,0,0,0,0,0,0
10,18,26,0,0,0,0,0,0,0
18,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,18,26,0,0,0,0,0,0
10,18,26,0,0,0,0,0,0,0
18,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,36,0,0,0,0,0,0
10,26,36,0,0,0,0,0,0,0
26,36,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0
9,10,18,26,0,0,0,0,0,0
10,18,26,0,0,0,0,0,0,0
18,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
24,27,30,32,33,34,0,0,0,0
27,30,32,33,34,0,0,0,0,0
30,32,33,34,0,0,0,0,0,0
32,33,34,0,0,0,0,0,0,0
33,34,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,12,18,26,0,0,0,0,0
10,12,18,26,0,0,0,0,0,0
12,18,26,0,0,0,0,0,0,0
18,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,18,26,36,0,0,0,0,0
10,18,26,36,0,0,0,0,0,0
18,26,36,0,0,0,0,0,0,0
26,36,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,36,0,0,0,0,0,0
10,26,36,0,0,0,0,0,0,0
26,36,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0
9,10,18,26,0,0,0,0,0,0
10,18,26,0,0,0,0,0,0,0
18,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,18,26,0,0,0,0,0,0
10,18,26,0,0,0,0,0,0,0
18,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,15,26,0,0,0,0,0,0
10,15,26,0,0,0,0,0,0,0
15,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,11,12,15,26,0,0,0,0
10,11,12,15,26,0,0,0,0,0
11,12,15,26,0,0,0,0,0,0
12,15,26,0,0,0,0,0,0,0
15,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,11,12,0,0,0,0,0,0
10,11,12,0,0,0,0,0,0,0
11,12,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,11,26,0,0,0,0,0,0
10,11,26,0,0,0,0,0,0,0
11,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,29,0,0,0,0,0,0
10,26,29,0,0,0,0,0,0,0
26,29,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,18,26,0,0,0,0,0,0
10,18,26,0,0,0,0,0,0,0
18,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,15,21,26,33,0,0,0,0
10,15,21,26,33,0,0,0,0,0
15,21,26,33,0,0,0,0,0,0
21,26,33,0,0,0,0,0,0,0
26,33,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,12,14,18,26,28,0,0,0
10,12,14,18,26,28,0,0,0,0
12,14,18,26,28,0,0,0,0,0
14,18,26,28,0,0,0,0,0,0
18,26,28,0,0,0,0,0,0,0
26,28,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,11,12,14,0,0,0,0,0
10,11,12,14,0,0,0,0,0,0
11,12,14,0,0,0,0,0,0,0
12,14,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,18,21,26,0,0,0,0,0
10,18,21,26,0,0,0,0,0,0
18,21,26,0,0,0,0,0,0,0
21,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,11,12,14,15,16,17,26,0
10,11,12,14,15,16,17,26,0,0
11,12,14,15,16,17,26,0,0,0
12,14,15,16,17,26,0,0,0,0
14,15,16,17,26,0,0,0,0,0
15,16,17,26,0,0,0,0,0,0
16,17,26,0,0,0,0,0,0,0
17,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,18,26,0,0,0,0,0,0
10,18,26,0,0,0,0,0,0,0
18,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,6
5,5,5,5,5,5,5,5,6,6
5,5,5,5,5,5,5,6,6,6
5,5,5,5,5,5,6,6,6,7
5,5,5,5,5,6,6,6,7,7
5,5,5,5,6,6,6,7,7,7
5,5,5,6,6,6,7,7,7,7
5,5,6,6,6,7,7,7,7,8
5,6,6,6,7,7,7,7,8,8
6,6,6,7,7,7,7,8,8,8
6,6,7,7,7,7,8,8,8,8
6,7,7,7,7,8,8,8,8,8
7,7,7,7,8,8,8,8,8,9
7,7,7,8,8,8,8,8,9,9
7,7,8,8,8,8,8,9,9,9
7,8,8,8,8,8,9,9,9,9
8,8,8,8,8,9,9,9,9,10
8,8,8,8,9,9,9,9,10,10
8,8,8,9,9,9,9,10,10,10
8,8,9,9,9,9,10,10,10,10
8,9,9,9,9,10,10,10,10,10
9,9,9,9,10,10,10,10,10,10
9,9,9,10,10,10,10,10,10,10
9,9,10,10,10,10,10,10,10,10
9,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,17
10,10,10,10,10,10,10,10,17,17
10,10,10,10,10,10,10,17,17,17
10,10,10,10,10,10,17,17,17,18
10,10,10,10,10,17,17,17,18,18
10,10,10,10,17,17,17,18,18,26
10,10,10,17,17,17,18,18,26,26
10,10,17,17,17,18,18,26,26,26
10,17,17,17,18,18,26,26,26,26
17,17,17,18,18,26,26,26,26,26
17,17,18,18,26,26,26,26,26,26
17,18,18,26,26,26,26,26,26,26
18,18,26,26,26,26,26,26,26,26
18,26,26,26,26,26,26,26,26,26
26,26,26,26,26,26,26,26,26,26
26,26,26,26,26,26,26,26,26,26
26,26,26,26,26,26,26,26,26,26
26,26,26,26,26,26,26,26,26,26
26,26,26,26,26,26,26,26,26,26
26,26,26,26,26,26,26,26,26,26
26,26,26,26,26,26,26,26,26,26
26,26,26,26,26,26,26,26,26,26
26,26,26,26,26,26,26,26,26,26
26,26,26,26,26,26,26,26,26,26
26,26,26,26,26,26,26,26,26,26
26,26,26,26,26,26,26,26,26,26
26,26,26,26,26,26,26,26,26,26
26,26,26,26,26,26,26,26,26,30
26,26,26,26,26,26,26,26,30,30
26,26,26,26,26,26,26,30,30,33
26,26,26,26,26,26,30,30,33,33
26,26,26,26,26,30,30,33,33,36
26,26,26,26,30,30,33,33,36,0
26,26,26,30,30,33,33,36,0,0
26,26,30,30,33,33,36,0,0,0
26,30,30,33,33,36,0,0,0,0
30,30,33,33,36,0,0,0,0,0
30,33,33,36,0,0,0,0,0,0
33,33,36,0,0,0,0,0,0,0
33,36,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0
10,11,12,16,0,0,0,0,0,0
11,12,16,0,0,0,0,0,0,0
12,16,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0
9,10,11,12,14,26,0,0,0,0
10,11,12,14,26,0,0,0,0,0
11,12,14,26,0,0,0,0,0,0
12,14,26,0,0,0,0,0,0,0
14,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
9,10,26,0,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
10,26,30,31,0,0,0,0,0,0
26,30,31,0,0,0,0,0,0,0
30,31,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0
12,16,17,18,20,26,27,28,29,32
16,17,18,20,26,27,28,29,32,33
17,18,20,26,27,28,29,32,33,36
18,20,26,27,28,29,32,33,36,0
20,26,27,28,29,32,33,36,0,0
26,27,28,29,32,33,36,0,0,0
27,28,29,32,33,36,0,0,0,0
28,29,32,33,36,0,0,0,0,0
29,32,33,36,0,0,0,0,0,0
32,33,36,0,0,0,0,0,0,0
33,36,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0
